,index,review_1_text_sentiment,review_2_text_sentiment,review_1_sentiment,review_2_sentiment,review_1_sentiment_binary,review_2_sentiment_binary,review_2_sentiment_mean
17786,17786,Saturdate night,Terrible service....,0.55730104,0.00019034743,1.0,0.0,0.0
17787,17787,Wonderfull visit in great restaurant,,0.9942014,,1.0,,1.0
17788,17788,Tasty food!,Tasty food,0.9918577,0.9918577,1.0,1.0,1.0
17789,17789,Great out of town restaurant with outdoor...,A dinner with a view,0.99584675,0.9785199,1.0,1.0,1.0
17790,17790,family-friendly,Wish for more taste or better prices,0.8096973,0.005039066,1.0,0.0,0.0
17791,17791,"Mediocer food, weird atmosphere",Poor food and unfriendly team,0.0031365752,9.604595e-07,0.0,0.0,0.0
17792,17792,Nothing special...,,0.022512585,,0.0,,0.0
17793,17793,Lovely Italian restaurant in lovely neighb...,Good food,0.99752426,0.9709294,1.0,1.0,1.0
17794,17794,good Italian food and nice atmosphere,Very good Italian restaurant,0.9979487,0.999068,1.0,1.0,1.0
17795,17795,It looks as if it is closed!,Average restaurant,0.14785668,0.0012974441,0.0,0.0,0.0
17796,17796,Vacation,A nice dinner!,0.29771352,0.9824169,0.0,1.0,1.0
17797,17797,Incredible food but bad service,Everyone is entitled to their opinion,0.5168049,0.07636863,1.0,0.0,0.0
17798,17798,Roasted chicken,Creative rotisserie in a wonderful setting,0.8328109,0.99831915,1.0,1.0,1.0
17799,17799,Could have been a lot better,Lunch for 6.50 euros,0.012423009,0.3434648,0.0,0.0,0.0
17800,17800,,,,,,,
17801,17801,comfortable and convenient,"Friendly staff, Delicious Tapas, and nice...",0.9905511,0.99992096,1.0,1.0,1.0
17802,17802,Casual lunch,Great pizza and friendly service,0.9714955,0.9998933,1.0,1.0,1.0
17803,17803,"Very very good steak', ""Great atmosphere and tasty today's food, a...""",,0.99995506,,1.0,,1.0
17804,17804,,,,,,,
17805,17805,Great spot,Really interesting restaurante,0.99998164,0.88595104,1.0,1.0,1.0
17806,17806,The most lovely owners on the whole Earth...,A warm welcome to Paris!,0.97864485,0.26930472,1.0,0.0,1.0
17807,17807,What a way to start your day,Brunch all day,0.4242683,0.7955754,0.0,1.0,1.0
17808,17808,Hearty Food - Great Price,,0.9997562,,1.0,,1.0
17809,17809,,,,,,,
17810,17810,Overall it was a good place to eat.,Nice steak restaurant. Location not perfec...,0.9587841,0.7606486,1.0,1.0,1.0
17811,17811,Knowledgeable and friendly!,Impressive,0.99793446,0.9899869,1.0,1.0,1.0
17812,17812,Excellent service and Good food,An Interesting dining experience,0.9988903,0.57294285,1.0,1.0,1.0
17813,17813,,,,,,,
17814,17814,,,,,,,
17815,17815,Just ok !!!,Loveee,0.007768899,0.3836408,0.0,0.0,0.0
17816,17816,Service was TERRIBLE,Staff can be very unfriendly and rude,0.0002745092,3.2236476e-05,0.0,0.0,0.0
17817,17817,Excellent and authentic southern-Indian fo...,Our go-to evening out!,0.9998715,0.79380095,1.0,1.0,1.0
17818,17818,Perfect for a quick bite,Best feed in rome,0.9996054,0.9984416,1.0,1.0,1.0
17819,17819,"Lovely food, good price",Nice Keema Mattar,0.9996116,0.76735204,1.0,1.0,1.0
17820,17820,Great local food!,kroketten!,0.9985676,0.3836408,1.0,0.0,1.0
17821,17821,,,,,,,
17822,17822,Hygge at its finest!,Nice place for beer in city center,0.9309751,0.98391867,1.0,1.0,1.0
17823,17823,Good food and good fun,The Vienesse equivalent of a pub.,0.9999095,0.0084222555,1.0,0.0,1.0
17824,17824,Nice dinner with kids,above average italian restaurant,0.9074172,0.09177446,1.0,0.0,0.0
17825,17825,An excellent £15 burger,Best Cheese room in London.,0.9998276,0.9998683,1.0,1.0,1.0
17826,17826,Great little spot,quaint little cafe - great place for lunch,0.9999163,0.99904406,1.0,1.0,1.0
17827,17827,Awesome,Amazing,0.9979625,0.9990692,1.0,1.0,1.0
17828,17828,Best value lunch in Brussels ?,,0.99994993,,1.0,,1.0
17829,17829,Good,"Keep walking, there is better food, no ser...",0.9521966,0.008534163,1.0,0.0,0.0
17830,17830,Dinner,A great night in Krakow!,0.7689172,0.9991255,1.0,1.0,1.0
17831,17831,,,,,,,
17832,17832,Spanish food as at home,,0.25353333,,0.0,,0.0
17833,17833,Dinner time!!,Surprised at fresh quality meal,0.908769,0.97821355,1.0,1.0,1.0
17834,17834,Lisbon,Cheap and nice!,0.3836408,0.9545188,0.0,1.0,1.0
17835,17835,Mmmhh...,,0.3836408,,0.0,,0.0
17836,17836,Recomended,Good for a smart lunch. Balanced quality-p...,0.3836408,0.95536065,0.0,1.0,1.0
17837,17837,Excellent Burgers,Cute & Cosy Burger Bar in Balham,0.99980515,0.9999776,1.0,1.0,1.0
17838,17838,Family Holiday,,0.8332535,,1.0,,1.0
17839,17839,VERY CHEAP - VERY DELICIOUS,"Pizza for 2,5 euros.. ?! Am I in heaven ?",0.9992894,0.8928762,1.0,1.0,1.0
17840,17840,,,,,,,
17841,17841,A very special bar,Late Night Show !!!,0.9789114,0.638476,1.0,1.0,1.0
17842,17842,"Enchanting, Charming & Delicious",Dinner with colleague,0.9998659,0.24328056,1.0,0.0,1.0
17843,17843,Baked Potatoes - Fresh & Great Fillings,,0.9980782,,1.0,,1.0
17844,17844,Good sushi at low prices,Pretty Good Sushi,0.97256446,0.9987373,1.0,1.0,1.0
17845,17845,Upstairs in the Mercado de la Cebada,Delicious italian food! Great service.,0.6149825,0.99999744,1.0,1.0,1.0
17846,17846,Nothing special,Outstanding,0.022512585,0.99952704,0.0,1.0,1.0
17847,17847,"Good sushi, fast service","Basic, homogenous chain restaurant sushi",0.9918837,0.014226794,1.0,0.0,1.0
17848,17848,Typical Cafe in Porto,,0.4691143,,0.0,,0.0
17849,17849,A hidden gem with a history,,0.9999994,,1.0,,1.0
17850,17850,Fun and food,Best team building ever,0.99835825,0.9999987,1.0,1.0,1.0
17851,17851,The best burgers,Excellent food and atmosphere,0.9998987,0.9998971,1.0,1.0,1.0
17852,17852,Basic food in a nice place to visit,,0.0026590824,,0.0,,0.0
17853,17853,Best. Toasted. Sandwiches. Ever.,Great for sandwich lunch,0.999978,0.9998151,1.0,1.0,1.0
17854,17854,Beat sausage I have had in a whioe,Xmas lunch with colleagues,0.70701224,0.99999833,1.0,1.0,1.0
17855,17855,Very slow to get a drink but pretty nice b...,,0.10135144,,0.0,,0.0
17856,17856,Consistently excellent Wirtshaus,Great Styrian food in a lovely place,0.99922264,0.97760355,1.0,1.0,1.0
17857,17857,Iconic buffet among Hungarians,,0.58234274,,1.0,,1.0
17858,17858,,,,,,,
17859,17859,"Good food, good service.","Excellent service, delicious food and grea...",0.9971378,0.9996027,1.0,1.0,1.0
17860,17860,Quiet and reasonably priced,Hidden pearl,0.9998131,0.9743209,1.0,1.0,1.0
17861,17861,Wondeful Suprise,Average,0.3836408,0.0016032159,0.0,0.0,0.0
17862,17862,"cheap, and ok if you are 20 yrs old",,0.035827518,,0.0,,0.0
17863,17863,Perfect food,Not bad food,0.99418306,0.1437648,1.0,0.0,1.0
17864,17864,A nice and friendly restaurant,Great place,0.97398555,0.9991902,1.0,1.0,1.0
17865,17865,Great pub lunch,Amazing,0.99593925,0.9990692,1.0,1.0,1.0
17866,17866,Great style but little substance,"Beautiful view, annoying music",0.40458208,0.9842508,0.0,1.0,1.0
17867,17867,Reduced prices an hour before closing,100% RECOMENDABLE !!!!,0.34940407,0.23020464,0.0,0.0,0.0
17868,17868,,,,,,,
17869,17869,McHaven in Hamburg,Clean and fresh food,0.54589397,0.9976001,1.0,1.0,1.0
17870,17870,Excellent lunch,Excellent home-made italien food!,0.9993124,0.9987552,1.0,1.0,1.0
17871,17871,"Unfriendly, bad drinks",Nice place to have a snack and few drinks...,0.00038069487,0.99568653,0.0,1.0,0.0
17872,17872,B.B.B! Best Bao Bar,The best bao bun burger in Vienna,0.9513589,0.99992776,1.0,1.0,1.0
17873,17873,Nothing special,Poor and over priced.,0.022512585,0.00010556545,0.0,0.0,0.0
17874,17874,Sweet memorable place,An Hampstead institution!!,0.98403907,0.91606534,1.0,1.0,1.0
17875,17875,Very nice experience,Excellent Service,0.98821783,0.999182,1.0,1.0,1.0
17876,17876,"Second trip to Berlin, Second Trip to Kind...",Decent German food at fair prices,0.9698381,0.99517596,1.0,1.0,1.0
17877,17877,Lifesaver on a night out drinking at Pawil...,,0.11443168,,0.0,,0.0
17878,17878,Total Rip Off!!,Rip Off Scam! Stay Away! You have been war...,1.9249737e-05,5.178603e-07,0.0,0.0,0.0
17879,17879,European mexican,Sassy in Steglitz,0.9193629,0.54589397,1.0,1.0,1.0
17880,17880,A pleasant surprise.,Very Good Barrio Bar,0.99994946,0.9461428,1.0,1.0,1.0
17881,17881,"A lunch with friends, that was excellent...","Consisten, Confortable and Content",0.9981507,0.9536067,1.0,1.0,1.0
17882,17882,Great spot,Amazing dinner,0.99998164,0.99968195,1.0,1.0,1.0
17883,17883,Hot and spicy !!,Nothing to write home about,0.83332205,0.05202189,1.0,0.0,0.0
17884,17884,,,,,,,
17885,17885,Nice experience,Unique dinner,0.9184264,0.9966258,1.0,1.0,1.0
17886,17886,Small tucked-awy restaurant with wonderful...,Typical Lunch Restaurant,0.9991369,0.4775008,1.0,0.0,1.0
17887,17887,,,,,,,
17888,17888,Thank you,Amazing little gem,0.93649477,0.9999027,1.0,1.0,1.0
17889,17889,Great Viet/Thai/French fusion!,Great last meal in Paris!,0.9981201,0.9991378,1.0,1.0,1.0
17890,17890,Good Performance on Cost,,0.9957952,,1.0,,1.0
17891,17891,Exceptional selection of wines,Interesting wine selection and good food,0.9999937,0.9859109,1.0,1.0,1.0
17892,17892,"Innovative, friendly, delicious",Unexpected kind of food,0.99762976,0.98679805,1.0,1.0,1.0
17893,17893,Birthday meal,Very good lunch menu at a very reasonable...,0.46551913,0.9999623,0.0,1.0,1.0
17894,17894,,,,,,,
17895,17895,Nice small pub.,Future Hope - Special Event,0.73811513,0.6936787,1.0,1.0,1.0
17896,17896,"Oh My, What a Change!",Great service!,0.26025373,0.99732107,0.0,1.0,1.0
17897,17897,,,,,,,
17898,17898,Worst Illy coffee shop anywhere,Worst experience,0.001426518,0.00028967857,0.0,0.0,0.0
17899,17899,Lovely wine bar with terrific food,"Lunch menu is good value for money , betwe...",0.9999165,0.5602978,1.0,1.0,1.0
17900,17900,,,,,,,
17901,17901,Ok,"Nice place, atmosphere and surroundings",0.02314949,0.9981679,0.0,1.0,1.0
17902,17902,A nice waiter and good food,Eat with the locals,0.97931385,0.89139235,1.0,1.0,1.0
17903,17903,So. Much. Food,Hidden Gem,0.5829437,0.9999927,1.0,1.0,1.0
17904,17904,Average food but great value,Excellent value in Trastavere,0.57032806,0.9992763,1.0,1.0,1.0
17905,17905,Friendly Service - authentic Italian,Delicious,0.9959007,0.998396,1.0,1.0,1.0
17906,17906,Good service,Good for lunch,0.89652705,0.9189737,1.0,1.0,1.0
17907,17907,Great pizza. Great pasta,Good place for pizzas,0.9999275,0.98256683,1.0,1.0,1.0
17908,17908,Powder Keg re-invented as Mediterranean sm...,Brunch OK then good service excellent,0.99505734,0.8851205,1.0,1.0,1.0
17909,17909,Delicious meat and cheese,Very nice place for a quick bite and cofee,0.99955857,0.99986905,1.0,1.0,1.0
17910,17910,"Authentic, family run, intimate",A delicious meal!,0.9870181,0.99965686,1.0,1.0,1.0
17911,17911,Cozy place in Brera,Great dinner in Brera !,0.9999479,0.998276,1.0,1.0,1.0
17912,17912,Cool unusual place,Need more accuracy,0.9214024,0.2729005,1.0,0.0,1.0
17913,17913,Excellent food and customer Service,QUIET BAR,0.9995884,0.46719685,1.0,0.0,1.0
17914,17914,Rural Charm...,Special find,0.63195056,0.84920925,1.0,1.0,1.0
17915,17915,,,,,,,
17916,17916,Very good local Restaurant,Nice food and colourful service,0.9996895,0.9791734,1.0,1.0,1.0
17917,17917,"Great and fresh ""all you can eat""",Nighmare experience,0.999868,0.25150436,1.0,0.0,1.0
17918,17918,Drinks with clients,,0.538822,,1.0,,1.0
17919,17919,Modern equiped restaurant with Slovene and...,,0.91894937,,1.0,,1.0
17920,17920,Unique take on classic French food in Pari...,*****Amazing*****UNREAL,0.9995209,0.99995136,1.0,1.0,1.0
17921,17921,,,,,,,
17922,17922,Recommended fast food,,0.83821553,,1.0,,1.0
17923,17923,Interesting place,Mixed Review,0.599426,0.16556734,1.0,0.0,0.0
17924,17924,Nice Place,Local and friendly,0.92788565,0.88128585,1.0,1.0,1.0
17925,17925,Good food,Soup no 10,0.9709294,0.18290249,1.0,0.0,1.0
17926,17926,Pizza restaurant,,0.39779824,,0.0,,0.0
17927,17927,A quick stop turned into an enjoyable even...,,0.25835425,,0.0,,0.0
17928,17928,Curry wurst with Pommes,Currywurst,0.89338565,0.3836408,1.0,0.0,1.0
17929,17929,Best chinese in Finland,Very nice owner,0.9997965,0.95112693,1.0,1.0,1.0
17930,17930,"great meal and ambiance, low prices",Cozy unique and local,0.9996128,0.99985,1.0,1.0,1.0
17931,17931,"""I feel a little 'tricked'"", 'Great for a cheap takeaway bite!",,0.9790876,,1.0,,1.0
17932,17932,25,A relaxed haven in the big city,0.17115939,0.99961096,0.0,1.0,1.0
17933,17933,,,,,,,
17934,17934,Very nice local find,Walking distance from Crowne Plaza St Pete...,0.99560213,0.2734821,1.0,0.0,1.0
17935,17935,,,,,,,
17936,17936,Lunch time,Nice restaurant for a quick lunch,0.44641522,0.9966959,0.0,1.0,1.0
17937,17937,Brilliant,Yummy burritos,0.99925613,0.9998626,1.0,1.0,1.0
17938,17938,,,,,,,
17939,17939,spent a day in London and decided to have...,Lovely london pub,0.3792584,0.99504757,0.0,1.0,1.0
17940,17940,Perfect for an afternoon snack!,,0.99795866,,1.0,,1.0
17941,17941,"""Yearly gatering of the 'TABAKKES CLUB'"", 'Too expensive for groups",,0.38151988,,0.0,,0.0
17942,17942,Once again nice Pasta,Pasta paradise,0.87466836,0.9486712,1.0,1.0,1.0
17943,17943,Old TVs,Good atmosphere and pub food,0.028779835,0.89982486,0.0,1.0,0.0
17944,17944,Nice place,,0.92788565,,1.0,,1.0
17945,17945,Family meal,Sunday Lunch,0.84421694,0.9959657,1.0,1.0,1.0
17946,17946,A perfect place to have a nice dinner,Standard food at normal price...,0.9994664,0.21263108,1.0,0.0,1.0
17947,17947,,,,,,,
17948,17948,Went for diner but only had antipasti,Absolutely loved this place!,0.3990231,0.9999788,0.0,1.0,1.0
17949,17949,"Decent enough, honest food, fair price",Good value lunch,0.99278283,0.9395909,1.0,1.0,1.0
17950,17950,Excellent place,humble spot to try genuine portuguese food...,0.9996569,0.99953866,1.0,1.0,1.0
17951,17951,Good coffee,Wonderful coffee shop!,0.97871745,0.9993442,1.0,1.0,1.0
17952,17952,Favourite place,,0.9609921,,1.0,,1.0
17953,17953,aMazInG,Excellent eggs for breakfast,0.9990692,0.99985695,1.0,1.0,1.0
17954,17954,good service and good food,Horribly rude workers.,0.993572,8.914525e-06,1.0,0.0,0.0
17955,17955,Kosher for Passover Catering in Italy,Kosher meals in Italy,0.7847086,0.9244906,1.0,1.0,1.0
17956,17956,"Cucina a la familia, bravissimo! mangia ma...",Such a DISAPPOINTMENT!,0.24060827,6.934279e-05,0.0,0.0,0.0
17957,17957,Riskless upper middle-class Italian,Great pizza,0.9923723,0.99938715,1.0,1.0,1.0
17958,17958,Fun and see the clock,wonder,0.9998224,0.21200866,1.0,0.0,1.0
17959,17959,Great pizzas!,Average pizza place,0.99595535,0.0002387166,1.0,0.0,0.0
17960,17960,A good italian restaurant in Barcelona,Good choice,0.92765653,0.9302052,1.0,1.0,1.0
17961,17961,Friendly dinner,,0.98016703,,1.0,,1.0
17962,17962,Great Experience,A Pleasant Surprise,0.9982205,0.99994946,1.0,1.0,1.0
17963,17963,Great,Good food but very slow,0.981614,0.3753503,1.0,0.0,1.0
17964,17964,,,,,,,
17965,17965,vast spread of chinese,Great for tabeaway,0.85277253,0.99230766,1.0,1.0,1.0
17966,17966,Pub for Drinks,Pre match meal,0.19027942,0.3748435,0.0,0.0,0.0
17967,17967,,,,,,,
17968,17968,,,,,,,
17969,17969,Very good service,The best place in Barcelona,0.99724805,0.9998176,1.0,1.0,1.0
17970,17970,This is a real gem,This restaurant brings me so much joy!,0.99959445,0.9894487,1.0,1.0,1.0
17971,17971,Pleasant Surprise,Many issues,0.9995075,0.24463037,1.0,0.0,1.0
17972,17972,"Delicious, reasonably priced, with friendl...",Just amazing!,0.9999852,0.9983126,1.0,1.0,1.0
17973,17973,A wonderful little traditional French rest...,Great staff!,0.9999168,0.99803656,1.0,1.0,1.0
17974,17974,"Tasty, delicious, just perfect",Forgettable,0.999885,0.00057560205,1.0,0.0,1.0
17975,17975,Good and honest quality price,Very nice fresh dishes,0.99797237,0.99954814,1.0,1.0,1.0
17976,17976,pre last minute xmas shopping lunch,Festive Celebrations,0.9982121,0.731484,1.0,1.0,1.0
17977,17977,Weekend in London,Excellent Manager!,0.9822824,0.9961663,1.0,1.0,1.0
17978,17978,Stay away,Good bacalhau e vinho verde!,0.017253429,0.95414066,0.0,1.0,0.0
17979,17979,Worth a trip for sure,Beautiful spot for breakfast,0.969958,0.9999787,1.0,1.0,1.0
17980,17980,Handy watering hole,Good place for a drink and a chat with fri...,0.9925753,0.9998505,1.0,1.0,1.0
17981,17981,Looks closed,Lou now has added pizzas to the menu,0.111733586,0.75161844,0.0,1.0,0.0
17982,17982,"Cozy and refined atmosphere, lovely meal",Lovely little place,0.99995244,0.9977711,1.0,1.0,1.0
17983,17983,Quiet restaurant,Casual refinement,0.5993935,0.9582183,1.0,1.0,1.0
17984,17984,"Frogs! Taste it!', ""Frogs' legs are better than escargots!""",,0.010779083,,0.0,,0.0
17985,17985,Wonderful wine bar,Great place,0.9990064,0.9991902,1.0,1.0,1.0
17986,17986,Delicious Vegan Choices,A good vegetarian restaurant,0.9997593,0.8744736,1.0,1.0,1.0
17987,17987,,,,,,,
17988,17988,,,,,,,
17989,17989,Beautiful place (only to drink),Worst ever.,0.999772,0.00038841367,1.0,0.0,1.0
17990,17990,Incredible buffet!,"Used to be great, but still good under new...",0.99989843,0.43035057,1.0,0.0,1.0
17991,17991,Great food and atmosphere,A hidden gem :),0.9996767,0.9999697,1.0,1.0,1.0
17992,17992,Ice Cream Supreme,,0.6985209,,1.0,,1.0
17993,17993,"""Worst sushi I've ever had 😔"", 'Once again will be back soon .....",,0.010738552,,0.0,,0.0
17994,17994,Amazing SeeFood,,0.9990692,,1.0,,1.0
17995,17995,No wonder the DDR folded,,0.010057628,,0.0,,0.0
17996,17996,Cosy place to have a dinner,,0.9998412,,1.0,,1.0
17997,17997,Nice restaurant and very good food,Family dinner,0.99979377,0.8304754,1.0,1.0,1.0
17998,17998,"and overpriced', ""I'm not coming back again""",,0.00026988983,,0.0,,0.0
17999,17999,Best Pastel ever !,Fabulous pastry,0.9994377,0.9959221,1.0,1.0,1.0
18000,18000,Excellent!!!,,0.9968779,,1.0,,1.0
18001,18001,Ok basic breakfast,Good place,0.00430882,0.9708368,0.0,1.0,0.0
18002,18002,Trip to Belgium 2016,Meet The Most Grumpy Doner Man on Earth,0.4927918,0.941435,0.0,1.0,1.0
18003,18003,Delicious fresh oysters,The very best seafood,0.9999187,0.9973742,1.0,1.0,1.0
18004,18004,Nice cosy and well priced,EXcelletn affordable restaurant near Place...,0.99999094,0.92617726,1.0,1.0,1.0
18005,18005,Nice place,A gem,0.92788565,0.99979603,1.0,1.0,1.0
18006,18006,Delicious German food in traditional setti...,Informal place with Bavarian food,0.99998766,0.8738034,1.0,1.0,1.0
18007,18007,Great Subs!!!,Better than average but very good too gene...,0.999596,0.9994532,1.0,1.0,1.0
18008,18008,Great food!,,0.9993328,,1.0,,1.0
18009,18009,Good bakery,,0.71627223,,1.0,,1.0
18010,18010,Great food,Great! :),0.9993328,0.981614,1.0,1.0,1.0
18011,18011,Great food not far from the Hotel Metrople,Good not best,0.9218087,0.51062745,1.0,1.0,1.0
18012,18012,Nice Find,,0.8126404,,1.0,,1.0
18013,18013,"Fantastic food, great service",Best Restaurant in Paris!,0.9999747,0.9998761,1.0,1.0,1.0
18014,18014,"""Lovely cafe you wouldn't know you were in..."", 'Organic and good",,0.99683297,,1.0,,1.0
18015,18015,Enjoyable,Good food for a good price,0.8078542,0.99794114,1.0,1.0,1.0
18016,18016,Traditional German food!,Authentic North Germany cuisine,0.9188906,0.9999865,1.0,1.0,1.0
18017,18017,,,,,,,
18018,18018,Classic Brasserie with nonstop service,Pleasant Surprise,0.99982536,0.9995075,1.0,1.0,1.0
18019,18019,Nice restaurant in Madrid,Highly reccomended,0.9038079,0.85321724,1.0,1.0,1.0
18020,18020,"Great, local spot to eat",,0.9998318,,1.0,,1.0
18021,18021,"Sweet Athenian atmosphere, the uniqueness...",Good choice between Kerameikos Station and...,0.2869162,0.9979378,0.0,1.0,1.0
18022,18022,Good value for money,"Authentic food, simple decor",0.6624312,0.93755805,1.0,1.0,1.0
18023,18023,,,,,,,
18024,18024,Lovely fish and chips - there are halal op...,Quality fish and chips,0.9967436,0.2515266,1.0,0.0,1.0
18025,18025,,,,,,,
18026,18026,Best Curry Ever,"Restaurant standard, consistently authenti...",0.999893,0.0564259,1.0,0.0,1.0
18027,18027,Great authentic pizza spot with the nicest...,A yummy oasis in the busy market,0.99999535,0.9999992,1.0,1.0,1.0
18028,18028,,,,,,,
18029,18029,,,,,,,
18030,18030,"What an awful place!', ""The worst restaurant in Paris - don't go t...""",,8.363204e-05,,0.0,,0.0
18031,18031,"Good place, food, wine and all.",Best wine,0.9588154,0.99926376,1.0,1.0,1.0
18032,18032,Another lunch... extraordinary food for or...,Great box,0.3739248,0.9851717,0.0,1.0,1.0
18033,18033,had a great time with family,Beautiful pub,0.9963369,0.989184,1.0,1.0,1.0
18034,18034,Chef’s advised menu was very tasty,Amazing experience,0.6611204,0.99971336,1.0,1.0,1.0
18035,18035,Top class restaurant,"Nice place, good food",0.9999673,0.9925281,1.0,1.0,1.0
18036,18036,Great food in low cost,A new experience and taste in Woolwich,0.9715163,0.99382246,1.0,1.0,1.0
18037,18037,,,,,,,
18038,18038,Saturday Easy Lunch,good as always,0.9904717,0.9978715,1.0,1.0,1.0
18039,18039,Great food,,0.9993328,,1.0,,1.0
18040,18040,,,,,,,
18041,18041,,,,,,,
18042,18042,Excellent,,0.9968779,,1.0,,1.0
18043,18043,,,,,,,
18044,18044,One of the best meals in London!!!,The perfect pint,0.9999927,0.98318577,1.0,1.0,1.0
18045,18045,Good variety and tasty food in this restau...,Not too convincing,0.9996814,0.05584538,1.0,0.0,1.0
18046,18046,Aperitivo!,Very nice bar!,0.3836408,0.970088,0.0,1.0,1.0
18047,18047,,,,,,,
18048,18048,24 hours you can drink vodka and eat somet...,Fun place,0.99443316,0.99962676,1.0,1.0,1.0
18049,18049,"Great Deli, Mezze and Ouzo","Great food, decent portions",0.9986537,0.9986361,1.0,1.0,1.0
18050,18050,Tastyyy!,Enjoyable starters but the mains were not...,0.3836408,0.05656168,0.0,0.0,0.0
18051,18051,Great Dinner,,0.9984367,,1.0,,1.0
18052,18052,Reasonable Burgers !,"Average burger, personality less place",0.99864674,0.002628833,1.0,0.0,1.0
18053,18053,Good dinner in Neukölln,Great restaurant in Neukölln,0.9630258,0.9976063,1.0,1.0,1.0
18054,18054,,,,,,,
18055,18055,"Basic food, friendly atmosphere",7.5 Euro lunch menu unbeatable value,0.026521593,0.9999969,0.0,1.0,1.0
18056,18056,Nice and friendly place . . .,Good service!,0.9924576,0.89652705,1.0,1.0,1.0
18057,18057,Very good place near sagrada familia,Our worst restaurant experience in Barcelo...,0.99957764,0.006563127,1.0,0.0,1.0
18058,18058,,,,,,,
18059,18059,A real treat,Great Experiance,0.9980327,0.981614,1.0,1.0,1.0
18060,18060,"Well, pizza was allright...",Nice little place,0.6745752,0.92588663,1.0,1.0,1.0
18061,18061,Grain and Grill Restaurant,Dinner,0.5692737,0.7689172,1.0,1.0,1.0
18062,18062,Lovely breakfast,,0.9882006,,1.0,,1.0
18063,18063,Price list required,Best food on our 1-week-journey in Sloveni...,0.8308754,0.9997864,1.0,1.0,1.0
18064,18064,Emergency Meal,Staff rude. Salad rubbish. Didn’t get the...,0.52756244,0.013849556,1.0,0.0,0.0
18065,18065,Local place. Local Food,Great dinner!,0.8659271,0.9984367,1.0,1.0,1.0
18066,18066,"""Couldn't get any better. I'm glad I found..."", 'Great little place near Piazza Barberini",,0.09559116,,0.0,,0.0
18067,18067,Spontaneous dinner,Lecker!!,0.7689172,0.3836408,1.0,0.0,1.0
18068,18068,Decent enough Thai place,Very good affordable Thai,0.7762737,0.999969,1.0,1.0,1.0
18069,18069,"Good food and atmosphere', ""Shame it's a hidden gem....""",,0.9947334,,1.0,,1.0
18070,18070,Meet the locals,Disappointing Pulpo a la Gallega,0.82177,0.00038331747,1.0,0.0,0.0
18071,18071,Great place - Amazing chef!,,0.99999195,,1.0,,1.0
18072,18072,Pretty good,Italian in hamburg,0.99734807,0.38684934,1.0,0.0,1.0
18073,18073,For early travellers,,0.8685601,,1.0,,1.0
18074,18074,Great way to taste different Spanish dishe...,Below average.,0.9907113,3.0179805e-05,1.0,0.0,0.0
18075,18075,Takeaway meal,Amazing food,0.9907375,0.9998783,1.0,1.0,1.0
18076,18076,"""Not the best kebab I've eaten""",,0.030286252,,0.0,,0.0
18077,18077,"""I'm not a fan of paying a service at the b..."", 'Best tortilla in London",,0.0033641458,,0.0,,0.0
18078,18078,,,,,,,
18079,18079,,,,,,,
18080,18080,"Excellent food, friendly owner!",,0.9997007,,1.0,,1.0
18081,18081,Perfect for business lunch,Hotel dinner in the heart of Luxembourg-ci...,0.9937972,0.5624639,1.0,1.0,1.0
18082,18082,"Excellent food, very nice service, but you...",Nice staff and wonderful schnitzel,0.9965224,0.99553806,1.0,1.0,1.0
18083,18083,Good venue for a lunch time break,Nice place to have a light dinner,0.9568283,0.99444044,1.0,1.0,1.0
18084,18084,Station Bar,Final beer of trip,0.10335544,0.9658762,0.0,1.0,1.0
18085,18085,Great place!,,0.9991902,,1.0,,1.0
18086,18086,ok place,very average,0.042283148,0.0028175414,0.0,0.0,0.0
18087,18087,,,,,,,
18088,18088,Staff good but cocktail recipes off the ma...,Nice to go,0.5812951,0.939942,1.0,1.0,1.0
18089,18089,English style chinese takeaway,Good food but terrible customer service,0.99831903,0.030047,1.0,0.0,1.0
18090,18090,Great comfort food for weary travelers,Quick lunch!,0.99500334,0.9486062,1.0,1.0,1.0
18091,18091,,,,,,,
18092,18092,,,,,,,
18093,18093,Not bad,,0.121882826,,0.0,,0.0
18094,18094,"Local bar, very friendly staff, great espr...",Lovely atmospheric bar.,0.99938405,0.98453194,1.0,1.0,1.0
18095,18095,So bomb,Best Döner in Berlin!,0.9917144,0.99919486,1.0,1.0,1.0
18096,18096,Good food,Dinner,0.9709294,0.7689172,1.0,1.0,1.0
18097,18097,Lunch time treat,Dinner @ The Ivy,0.8711091,0.7822586,1.0,1.0,1.0
18098,18098,"Great, authentic Italian food at great pri...",,0.9999777,,1.0,,1.0
18099,18099,Excellent food!,HIDDEN IN A BEAUTIFUL CORNER OF GOCKHAUSEN...,0.999701,0.9845333,1.0,1.0,1.0
18100,18100,Lovely restaurant in Piazza di Pietra + mo...,Amazing Find in Roma!,0.9989765,0.9996828,1.0,1.0,1.0
18101,18101,What a find!,Hidden jam,0.6857724,0.9375278,1.0,1.0,1.0
18102,18102,,,,,,,
18103,18103,What a small French restaurant should be,Surpassed all expectations! Magnifique!,0.341109,0.21096689,0.0,0.0,0.0
18104,18104,"Good coffee, great wifi, comfortable chair...",,0.99998975,,1.0,,1.0
18105,18105,,,,,,,
18106,18106,"Breakfast with a view', ""Experiencing my dad's homeland""",,0.04149425,,0.0,,0.0
